symbol,company_name,isin,sector,sector_id,industry,industry_id,industry_exposure_weight,sector_exposure_weight,classification_confidence,classification_source,classification_rationale,primary_business,business_description,effective_from,effective_to,last_verified,market_cap,index_membership
ACCELYA,Accelya Solutions India Limited,,IT SERVICES,SEC_IT_SERVICES,Enterprise Software & SaaS,IND_ENTERPRISE_SOFTWARE_SAAS,1.0,1.0,HIGH,COMPANY_NAME_AND_SECURITY_MASTER,Classified into Sector 'IT SERVICES' and Industry 'Enterprise Software & SaaS' based on core economic business exposure: Airline passenger and cargo revenue management SaaS software.,Airline passenger and cargo revenue management SaaS software.,Accelya Solutions India Limited specializes in airline passenger and cargo revenue management saas software.,2024-01-01,9999-12-31,2026-08-23,790.88,NSE BROAD MARKET (EQ)
ACCENTMIC,ACCENTMIC,,IT SERVICES,SEC_IT_SERVICES,Mid-Tier IT & Digital Solutions,IND_MID_TIER_IT_DIGITAL_SOLUTIONS,1.0,1.0,HIGH,HARDCODED_VERIFIED_FUNDAMENTAL,Classified into Sector 'PHARMACEUTICALS' and Industry 'API & Bulk Drugs' based on core economic business exposure: Accent Microcell - Microcrystalline cellulose (MCC) excipient manufacturing for pharma formulations,"Accentmic — IT services, software development and technology solutions",ACCENTMIC specializes in accent microcell - microcrystalline cellulose (mcc) excipient manufacturing for pharma formulations,2024-01-01,9999-12-31,2026-08-23,1500.0,NSE EMERGE (SME)
ACCPL,ACCPL,,CONSTRUCTION & INFRASTRUCTURE,SEC_CONSTRUCTION_INFRASTRUCTURE,Civil & Commercial Construction,IND_CIVIL_COMMERCIAL_CONSTRUCTION,1.0,1.0,HIGH,ANNUAL_REPORT_CONCALL_AUDIT,"Classified into Sector 'CONSTRUCTION & INFRASTRUCTURE' and Industry 'Civil & Commercial Construction' based on core economic business exposure: ACCPL Infra - Concrete foundations, commercial building construction and site development","ACCPL Infra - Concrete foundations, commercial building construction and site development","ACCPL specializes in accpl infra - concrete foundations, commercial building construction and site development",2024-01-01,9999-12-31,2026-08-23,395.12,NSE TRADE-TO-TRADE (T2T)
ACCURACY,Accuracy Shipping Limited,,SHIPBUILDING & PORTS,SEC_SHIPBUILDING_PORTS,Marine Offshore Vessels & Tugs,IND_MARINE_OFFSHORE_VESSELS_TUGS,1.0,1.0,HIGH,COMPANY_NAME_AND_SECURITY_MASTER,"Classified into Sector 'SHIPBUILDING & PORTS' and Industry 'Marine Offshore Vessels & Tugs' based on core economic business exposure: Dynamic positioning anchor handling tugs, bulk ocean carriers and marine logistics vessels.","Dynamic positioning anchor handling tugs, bulk ocean carriers and marine logistics vessels.","Accuracy Shipping Limited specializes in dynamic positioning anchor handling tugs, bulk ocean carriers and marine logistics vessels.",2024-01-01,9999-12-31,2026-08-23,200.0,NSE TRADE-TO-TRADE (T2T)
ACE,Action Construction Equipment Limited,,CAPITAL GOODS & MACHINERY,SEC_CAPITAL_GOODS_MACHINERY,Heavy Process Equipment & Machinery,IND_HEAVY_PROCESS_EQUIPMENT_MACHINERY,1.0,1.0,HIGH,COMPANY_NAME_AND_SECURITY_MASTER,"Classified into Sector 'CAPITAL GOODS & MACHINERY' and Industry 'Heavy Process Equipment & Machinery' based on core economic business exposure: Glass-lined chemical process reactors, 3D printing equipment, induction furnaces and heat exchangers.","Glass-lined chemical process reactors, 3D printing equipment, induction furnaces and heat exchangers.","Action Construction Equipment Limited specializes in glass-lined chemical process reactors, 3d printing equipment, induction furnaces and heat exchangers.",2024-01-01,9999-12-31,2026-08-23,62161.62,NSE BROAD MARKET (EQ)
ACEINTEG,Ace Integrated Solutions Limited,,IT SERVICES,SEC_IT_SERVICES,Mid-Tier IT & Digital Solutions,IND_MID_TIER_IT_DIGITAL_SOLUTIONS,1.0,1.0,HIGH,COMPANY_NAME_AND_SECURITY_MASTER,"Classified into Sector 'IT SERVICES' and Industry 'Mid-Tier IT & Digital Solutions' based on core economic business exposure: Digital examination software, enterprise IT and digital transformation.","Digital examination software, enterprise IT and digital transformation.","Ace Integrated Solutions Limited specializes in digital examination software, enterprise it and digital transformation.",2024-01-01,9999-12-31,2026-08-23,200.0,NSE BROAD MARKET (EQ)
ACGL,Automobile Corporation of Goa Limited,,AUTO ANCILLARIES,SEC_AUTO_ANCILLARIES,Auto Castings & Heavy Forgings,IND_AUTO_CASTINGS_HEAVY_FORGINGS,1.0,1.0,HIGH,HARDCODED_VERIFIED_FUNDAMENTAL,Classified into Sector 'AUTOMOBILE' and Industry 'Commercial Vehicles (Trucks & Buses)' based on core economic business exposure: Bus bodies and sheet metal components for commercial automotive OEMs.,"Automobile Corporation of Goa — automobile stampings, pressed metal body components and sub-assemblies for Tata Motors commercial vehicles",Automobile Corporation of Goa Limited specializes in bus bodies and sheet metal components for commercial automotive oems.,2024-01-01,9999-12-31,2026-08-23,200.0,NSE BROAD MARKET (EQ)
ACI,Archean Chemical Industries Limited,,CHEMICALS,SEC_CHEMICALS,Industrial & Basic Chemicals,IND_INDUSTRIAL_BASIC_CHEMICALS,1.0,1.0,HIGH,COMPANY_NAME_AND_SECURITY_MASTER,"Classified into Sector 'CHEMICALS' and Industry 'Industrial & Basic Chemicals' based on core economic business exposure: Chlor-alkali chemicals, caustic soda, synthetic soda ash and industrial acids.","Chlor-alkali chemicals, caustic soda, synthetic soda ash and industrial acids.","Archean Chemical Industries Limited specializes in chlor-alkali chemicals, caustic soda, synthetic soda ash and industrial acids.",2024-01-01,9999-12-31,2026-08-23,7350.38,NSE BROAD MARKET (EQ)
ACL,Andhra Cements Limited,,CEMENT,SEC_CEMENT,Regional Cement & RMC,IND_REGIONAL_CEMENT_RMC,1.0,1.0,HIGH,COMPANY_NAME_AND_SECURITY_MASTER,"Classified into Sector 'CEMENT' and Industry 'Regional Cement & RMC' based on core economic business exposure: Regional grey cement grinding units, white cement, wall putty, AAC blocks and ready-mix concrete.","Regional grey cement grinding units, white cement, wall putty, AAC blocks and ready-mix concrete.","Andhra Cements Limited specializes in regional grey cement grinding units, white cement, wall putty, aac blocks and ready-mix concrete.",2024-01-01,9999-12-31,2026-08-23,200.0,NSE BROAD MARKET (EQ)
ACMESOLAR,Acme Solar Holdings Limited,,RENEWABLE ENERGY,SEC_RENEWABLE_ENERGY,Solar PV & Green Hydrogen,IND_SOLAR_PV_GREEN_HYDROGEN,1.0,1.0,HIGH,ANNUAL_REPORT_CONCALL_AUDIT,Classified into Sector 'RENEWABLE ENERGY' and Industry 'Solar PV & Green Hydrogen' based on core economic business exposure: Acme Solar Holdings - Large-scale utility solar PV power generation plants and green ammonia projects,Acme Solar Holdings - Large-scale utility solar PV power generation plants and green ammonia projects,Acme Solar Holdings Limited specializes in acme solar holdings - large-scale utility solar pv power generation plants and green ammonia projects,2024-01-01,9999-12-31,2026-08-23,229578.88,NSE BROAD MARKET (EQ)
ACSTECH,ACS Technologies Limited,,IT SERVICES,SEC_IT_SERVICES,Mid-Tier IT & Digital Solutions,IND_MID_TIER_IT_DIGITAL_SOLUTIONS,1.0,1.0,HIGH,COMPANY_NAME_AND_SECURITY_MASTER,"Classified into Sector 'IT SERVICES' and Industry 'Mid-Tier IT & Digital Solutions' based on core economic business exposure: Mid-sized IT software consulting, cloud integration, agile application development and cybersecurity.","Mid-sized IT software consulting, cloud integration, agile application development and cybersecurity.","ACS Technologies Limited specializes in mid-sized it software consulting, cloud integration, agile application development and cybersecurity.",2024-01-01,9999-12-31,2026-08-23,988.12,NSE BROAD MARKET (EQ)
ACTIVEINFR,ACTIVEINFR,,CONSTRUCTION & INFRASTRUCTURE,SEC_CONSTRUCTION_INFRASTRUCTURE,Civil & Commercial Construction,IND_CIVIL_COMMERCIAL_CONSTRUCTION,1.0,1.0,HIGH,ANNUAL_REPORT_CONCALL_AUDIT,"Classified into Sector 'CONSTRUCTION & INFRASTRUCTURE' and Industry 'Civil & Commercial Construction' based on core economic business exposure: Active Infra - Urban infrastructure projects, underground stormwater drains and road development","Active Infra - Urban infrastructure projects, underground stormwater drains and road development","ACTIVEINFR specializes in active infra - urban infrastructure projects, underground stormwater drains and road development",2024-01-01,9999-12-31,2026-08-23,618.9,NSE EMERGE (SME)
ACUTAAS,Acutaas Chemicals Limited,,CHEMICALS,SEC_CHEMICALS,Industrial & Basic Chemicals,IND_INDUSTRIAL_BASIC_CHEMICALS,1.0,1.0,HIGH,COMPANY_NAME_AND_SECURITY_MASTER,"Classified into Sector 'CHEMICALS' and Industry 'Industrial & Basic Chemicals' based on core economic business exposure: Chlor-alkali chemicals, caustic soda, synthetic soda ash and industrial acids.","Chlor-alkali chemicals, caustic soda, synthetic soda ash and industrial acids.","Acutaas Chemicals Limited specializes in chlor-alkali chemicals, caustic soda, synthetic soda ash and industrial acids.",2024-01-01,9999-12-31,2026-08-23,87763.38,NSE BROAD MARKET (EQ)
ADANIENSOL,Adani Energy Solutions Limited,,POWER,SEC_POWER,Conventional Thermal & Fossil Power,IND_CONVENTIONAL_THERMAL_FOSSIL_POWER,1.0,1.0,HIGH,COMPANY_NAME_AND_SECURITY_MASTER,"Classified into Sector 'POWER' and Industry 'Conventional Thermal & Fossil Power' based on core economic business exposure: Large-scale thermal power generation, pit-head coal plants and baseload electricity generation.","Large-scale thermal power generation, pit-head coal plants and baseload electricity generation.","Adani Energy Solutions Limited specializes in large-scale thermal power generation, pit-head coal plants and baseload electricity generation.",2024-01-01,9999-12-31,2026-08-23,450561.5,NSE BROAD MARKET (EQ)
ADANIENT,Adani Enterprises Limited,,COMMERCIAL TRADING,SEC_COMMERCIAL_TRADING,Commodity & Wholesale Trading,IND_COMMODITY_WHOLESALE_TRADING,0.4,0.4,HIGH,ANNUAL_REPORT_VERIFIED_CORRECTION,Classified into Sector 'COMMERCIAL TRADING' and Industry 'Commodity & Wholesale Trading' based on core economic business exposure: Global coal and industrial commodity import and supply chain distribution,"Adani Enterprises — primary conglomerate entity with coal trading, airport development, solar manufacturing, edible oils and road infrastructure (multi-segment; classified at primary trading segment).","Adani Enterprises Limited is a diversified Indian corporate leader with operations across Commodity & Wholesale Trading, Airports Infrastructure, Solar PV & Green Hydrogen, Roads & Highways EPC.",2024-01-01,9999-12-31,2026-08-23,480860.8,NIFTY 50
ADANIGREEN,Adani Green Energy Limited,,RENEWABLE ENERGY,SEC_RENEWABLE_ENERGY,Green Energy Generation (IPP),IND_GREEN_ENERGY_GENERATION_IPP,1.0,1.0,HIGH,ANNUAL_REPORT_CONCALL_AUDIT,Classified into Sector 'RENEWABLE ENERGY' and Industry 'Green Energy Generation (IPP)' based on core economic business exposure: Adani Green Energy - Developing and operating mega solar and wind hybrid power generation parks,Adani Green Energy - Developing and operating mega solar and wind hybrid power generation parks,Adani Green Energy Limited specializes in adani green energy - developing and operating mega solar and wind hybrid power generation parks,2024-01-01,9999-12-31,2026-08-23,189590.75,NSE BROAD MARKET (EQ)
ADANIPORTS,Adani Ports and Special Economic Zone Limited,,SHIPBUILDING & PORTS,SEC_SHIPBUILDING_PORTS,Commercial Ports & Terminals,IND_COMMERCIAL_PORTS_TERMINALS,1.0,1.0,HIGH,COMPANY_NAME_AND_SECURITY_MASTER,Classified into Sector 'SHIPBUILDING & PORTS' and Industry 'Commercial Ports & Terminals' based on core economic business exposure: Mechanized multi-cargo deep-draft seaports and container marine terminals.,Mechanized multi-cargo deep-draft seaports and container marine terminals.,Adani Ports and Special Economic Zone Limited specializes in mechanized multi-cargo deep-draft seaports and container marine terminals.,2024-01-01,9999-12-31,2026-08-23,377094.4,NIFTY 50
ADANIPOWER,Adani Power Limited,,POWER,SEC_POWER,Conventional Thermal & Fossil Power,IND_CONVENTIONAL_THERMAL_FOSSIL_POWER,1.0,1.0,HIGH,ANNUAL_REPORT_CONCALL_AUDIT,"Classified into Sector 'POWER' and Industry 'Conventional Thermal & Fossil Power' based on core economic business exposure: Adani Power - Supercritical thermal power generation facilities across Gujarat, Maharashtra and Rajasthan","Adani Power - Supercritical thermal power generation facilities across Gujarat, Maharashtra and Rajasthan","Adani Power Limited specializes in adani power - supercritical thermal power generation facilities across gujarat, maharashtra and rajasthan",2024-01-01,9999-12-31,2026-08-23,267718.63,NSE BROAD MARKET (EQ)
ADDICTIVE,ADDICTIVE,,MEDIA & ENTERTAINMENT,SEC_MEDIA_ENTERTAINMENT,Print Media & Publishing,IND_PRINT_MEDIA_PUBLISHING,1.0,1.0,HIGH,ANNUAL_REPORT_CONCALL_AUDIT,"Classified into Sector 'MEDIA & ENTERTAINMENT' and Industry 'Print Media & Publishing' based on core economic business exposure: Addictive Media - Digital video marketing, influencer content campaigns and social media solutions","Addictive Media - Digital video marketing, influencer content campaigns and social media solutions","ADDICTIVE specializes in addictive media - digital video marketing, influencer content campaigns and social media solutions",2024-01-01,9999-12-31,2026-08-23,57.8,NSE EMERGE (SME)
ADDIND,Addi Industries Limited,,BUILDING MATERIALS,SEC_BUILDING_MATERIALS,Building Materials,IND_BUILDING_MATERIALS,1.0,1.0,HIGH,HARDCODED_VERIFIED_FUNDAMENTAL,"Classified into Sector 'CAPITAL MARKETS' and Industry 'Exchange Traded Funds (ETF)' based on core economic business exposure: Passive exchange traded fund tracking equities, debt or precious metals index.","Addi Industries — building materials, industrial products and construction inputs","Addi Industries Limited specializes in passive exchange traded fund tracking equities, debt or precious metals index.",2024-01-01,9999-12-31,2026-08-23,200.0,NSE BROAD MARKET (EQ)
ADFFOODS,ADF Foods Limited,,FOOD PROCESSING,SEC_FOOD_PROCESSING,Packaged Foods & Snacks,IND_PACKAGED_FOODS_SNACKS,1.0,1.0,HIGH,COMPANY_NAME_AND_SECURITY_MASTER,"Classified into Sector 'FOOD PROCESSING' and Industry 'Packaged Foods & Snacks' based on core economic business exposure: Packaged biscuits, bakery goods, ethnic namkeen, spices, chocolates and savory snacks.","Packaged biscuits, bakery goods, ethnic namkeen, spices, chocolates and savory snacks.","ADF Foods Limited specializes in packaged biscuits, bakery goods, ethnic namkeen, spices, chocolates and savory snacks.",2024-01-01,9999-12-31,2026-08-23,3501.87,NSE BROAD MARKET (EQ)
ADISOFT,ADISOFT,,IT SERVICES,SEC_IT_SERVICES,Mid-Tier IT & Digital Solutions,IND_MID_TIER_IT_DIGITAL_SOLUTIONS,1.0,1.0,HIGH,COMPANY_NAME_AND_SECURITY_MASTER,Classified into Sector 'IT SERVICES' and Industry 'Mid-Tier IT & Digital Solutions' based on core economic business exposure: Enterprise software application development and cloud computing.,Enterprise software application development and cloud computing.,ADISOFT specializes in enterprise software application development and cloud computing.,2024-01-01,9999-12-31,2026-08-23,1500.0,NSE EMERGE (SME)
ADL,Archidply Decor Limited,,BUILDING MATERIALS,SEC_BUILDING_MATERIALS,Plywood & Laminates,IND_PLYWOOD_LAMINATES,1.0,1.0,HIGH,ANNUAL_REPORT_VERIFIED_CORRECTION,"Classified into Sector 'COMMERCIAL TRADING' and Industry 'Commodity & Wholesale Trading' based on core economic business exposure: Wholesale distribution of commodities, raw materials and B2B industrial products.","Archidply Decor Limited — decorative laminates, high-pressure laminates (HPL) and decorative surface solutions for residential and commercial interiors.","Archidply Decor Limited specializes in wholesale distribution of commodities, raw materials and b2b industrial products.",2024-01-01,9999-12-31,2026-08-23,200.0,NSE BROAD MARKET (EQ)
ADOR,Ador Welding Limited,,CAPITAL GOODS & MACHINERY,SEC_CAPITAL_GOODS_MACHINERY,Industrial Abrasives & Ceramics,IND_INDUSTRIAL_ABRASIVES_CERAMICS,1.0,1.0,HIGH,COMPANY_NAME_AND_SECURITY_MASTER,"Classified into Sector 'CAPITAL GOODS & MACHINERY' and Industry 'Industrial Abrasives & Ceramics' based on core economic business exposure: Welding consumables, electrodes, flux and automated welding equipment.","Welding consumables, electrodes, flux and automated welding equipment.","Ador Welding Limited specializes in welding consumables, electrodes, flux and automated welding equipment.",2024-01-01,9999-12-31,2026-08-23,8905.62,NSE BROAD MARKET (EQ)
ADROITINFO,Adroit Infotech Limited,,IT SERVICES,SEC_IT_SERVICES,Mid-Tier IT & Digital Solutions,IND_MID_TIER_IT_DIGITAL_SOLUTIONS,1.0,1.0,HIGH,COMPANY_NAME_AND_SECURITY_MASTER,"Classified into Sector 'IT SERVICES' and Industry 'Mid-Tier IT & Digital Solutions' based on core economic business exposure: Mid-sized IT software consulting, cloud integration, agile application development and cybersecurity.","Mid-sized IT software consulting, cloud integration, agile application development and cybersecurity.","Adroit Infotech Limited specializes in mid-sized it software consulting, cloud integration, agile application development and cybersecurity.",2024-01-01,9999-12-31,2026-08-23,200.0,NSE BROAD MARKET (EQ)
