symbol,old_sector,old_industry,new_sector,new_industry,classification_changed,reason,confidence
AGIIL,CONSTRUCTION & INFRASTRUCTURE,Civil & Commercial Building Construction,CONSTRUCTION & INFRASTRUCTURE,Civil & Commercial Construction,True,Reclassified from legacy 'CONSTRUCTION & INFRASTRUCTURE / Civil & Commercial Building Construction' to clean economic model 'CONSTRUCTION & INFRASTRUCTURE / Civil & Commercial Construction',HIGH
AGL,AUTO,Commercial Vehicles (Trucks & Buses),AUTO ANCILLARIES,Precision Auto Engine Components,True,Reclassified from legacy 'AUTO / Commercial Vehicles (Trucks & Buses)' to clean economic model 'AUTO ANCILLARIES / Precision Auto Engine Components',HIGH
AGNI,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,RENEWABLE ENERGY,Solar PV & Green Hydrogen,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'RENEWABLE ENERGY / Solar PV & Green Hydrogen',HIGH
AGRITECH,IT SERVICES,Mid-Tier IT Services & Digital Consulting,IT SERVICES,Mid-Tier IT & Digital Solutions,True,Reclassified from legacy 'IT SERVICES / Mid-Tier IT Services & Digital Consulting' to clean economic model 'IT SERVICES / Mid-Tier IT & Digital Solutions',HIGH
AGROPHOS,RICE,Non-Basmati & Regional Rice Processing,FERTILIZERS,Fertilizers & Soil Nutrients,True,Reclassified from legacy 'RICE / Non-Basmati & Regional Rice Processing' to clean economic model 'FERTILIZERS / Fertilizers & Soil Nutrients',HIGH
AGSTRA,IT SERVICES,Mid-Tier IT Services & Digital Consulting,PROFESSIONAL & CONSUMER SERVICES,Staffing & Security Services,True,Reclassified from legacy 'IT SERVICES / Mid-Tier IT Services & Digital Consulting' to clean economic model 'PROFESSIONAL & CONSUMER SERVICES / Staffing & Security Services',HIGH
AHCL,AUTO,Commercial Vehicles (Trucks & Buses),PHARMACEUTICALS,Finished Formulations,True,Reclassified from legacy 'AUTO / Commercial Vehicles (Trucks & Buses)' to clean economic model 'PHARMACEUTICALS / Finished Formulations',HIGH
AHIMSA,COMMERCIAL TRADING,Wholesale Commodity & Industrial Distribution,MINING & MINERALS,Industrial Minerals,True,Reclassified from legacy 'COMMERCIAL TRADING / Wholesale Commodity & Industrial Distribution' to clean economic model 'MINING & MINERALS / Industrial Minerals',HIGH
AHLADA,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,METALS & FABRICATION,Precision Metal Fabrication,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'METALS & FABRICATION / Precision Metal Fabrication',HIGH
AHLEAST,HOTELS & HOSPITALITY,"Luxury, Business & Boutique Hotels",HOTELS & HOSPITALITY,Luxury Hotels & Resorts,True,"Reclassified from legacy 'HOTELS & HOSPITALITY / Luxury, Business & Boutique Hotels' to clean economic model 'HOTELS & HOSPITALITY / Luxury Hotels & Resorts'",HIGH
AHLUCONT,CONSTRUCTION & INFRASTRUCTURE,Civil & Commercial Building Construction,BANKING,Public Sector Banks (PSU),True,Reclassified from legacy 'CONSTRUCTION & INFRASTRUCTURE / Civil & Commercial Building Construction' to clean economic model 'BANKING / Public Sector Banks (PSU)',HIGH
AHLWEST,HOTELS & HOSPITALITY,"Luxury, Business & Boutique Hotels",HOTELS & HOSPITALITY,Luxury Hotels & Resorts,True,"Reclassified from legacy 'HOTELS & HOSPITALITY / Luxury, Business & Boutique Hotels' to clean economic model 'HOTELS & HOSPITALITY / Luxury Hotels & Resorts'",HIGH
AIAENG,INDUSTRIAL MACHINERY,"Abrasives, Grinding Media & Industrial Ceramics",AUTO ANCILLARIES,Precision Auto Engine Components,True,"Reclassified from legacy 'INDUSTRIAL MACHINERY / Abrasives, Grinding Media & Industrial Ceramics' to clean economic model 'AUTO ANCILLARIES / Precision Auto Engine Components'",HIGH
AIIL,NBFC & LENDING,Corporate & Specialized Lending NBFCs,FINANCE & NBFC,Diversified Consumer & MSME NBFC,True,Reclassified from legacy 'NBFC & LENDING / Corporate & Specialized Lending NBFCs' to clean economic model 'FINANCE & NBFC / Diversified Consumer & MSME NBFC',HIGH
AILIMITED,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,TEXTILES,Cotton Spinning & Yarns,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'TEXTILES / Cotton Spinning & Yarns',HIGH
AIMTRON,EMS & ELECTRONICS,Electronic Manufacturing Services (EMS),EMS & ELECTRONICS,Printed Circuit Boards (PCBA) & Components,True,Reclassified from legacy 'EMS & ELECTRONICS / Electronic Manufacturing Services (EMS)' to clean economic model 'EMS & ELECTRONICS / Printed Circuit Boards (PCBA) & Components',HIGH
AIRAN,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,PROFESSIONAL & CONSUMER SERVICES,Business Process Management (BPM),True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'PROFESSIONAL & CONSUMER SERVICES / Business Process Management (BPM)',HIGH
AIROLAM,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,BUILDING MATERIALS,Plywood & Laminates,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'BUILDING MATERIALS / Plywood & Laminates',HIGH
AISL,IT SERVICES,Mid-Tier IT Services & Digital Consulting,IT SERVICES,Mid-Tier IT & Digital Solutions,True,Reclassified from legacy 'IT SERVICES / Mid-Tier IT Services & Digital Consulting' to clean economic model 'IT SERVICES / Mid-Tier IT & Digital Solutions',HIGH
AJANTPHARM,PHARMACEUTICALS,Finished Dosage Formulations,PHARMACEUTICALS,Finished Formulations,True,Reclassified from legacy 'PHARMACEUTICALS / Finished Dosage Formulations' to clean economic model 'PHARMACEUTICALS / Finished Formulations',HIGH
AJAXENGG,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,CAPITAL GOODS & MACHINERY,Heavy Process Equipment & Machinery,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'CAPITAL GOODS & MACHINERY / Heavy Process Equipment & Machinery',HIGH
AJMERA,REAL ESTATE,Residential Real Estate Developers,REAL ESTATE,Residential Real Estate,True,Reclassified from legacy 'REAL ESTATE / Residential Real Estate Developers' to clean economic model 'REAL ESTATE / Residential Real Estate',HIGH
AJOONI,PHARMACEUTICALS,Finished Dosage Formulations,PHARMACEUTICALS,Biopharma & Biosimilars,True,Reclassified from legacy 'PHARMACEUTICALS / Finished Dosage Formulations' to clean economic model 'PHARMACEUTICALS / Biopharma & Biosimilars',HIGH
AKANKSHA,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,ELECTRICAL EQUIPMENT,Power & Distribution Transformers,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'ELECTRICAL EQUIPMENT / Power & Distribution Transformers',HIGH
AKASH,CONSTRUCTION & INFRASTRUCTURE,Civil & Commercial Building Construction,CONSTRUCTION & INFRASTRUCTURE,Civil & Commercial Construction,True,Reclassified from legacy 'CONSTRUCTION & INFRASTRUCTURE / Civil & Commercial Building Construction' to clean economic model 'CONSTRUCTION & INFRASTRUCTURE / Civil & Commercial Construction',HIGH
AKCAPIT,NBFC & LENDING,Corporate & Specialized Lending NBFCs,PHARMACEUTICALS,API & Bulk Drugs,True,Reclassified from legacy 'NBFC & LENDING / Corporate & Specialized Lending NBFCs' to clean economic model 'PHARMACEUTICALS / API & Bulk Drugs',HIGH
AKG,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,COMMERCIAL TRADING,Commodity & Wholesale Trading,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'COMMERCIAL TRADING / Commodity & Wholesale Trading',HIGH
AKI,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,FOOTWEAR,Footwear Retail Chains,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'FOOTWEAR / Footwear Retail Chains',HIGH
AKIKO,COMMERCIAL TRADING,Wholesale Commodity & Industrial Distribution,FINANCE & NBFC,Diversified Consumer & MSME NBFC,True,Reclassified from legacy 'COMMERCIAL TRADING / Wholesale Commodity & Industrial Distribution' to clean economic model 'FINANCE & NBFC / Diversified Consumer & MSME NBFC',HIGH
AKSHAR,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,TEXTILES,Cotton Spinning & Yarns,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'TEXTILES / Cotton Spinning & Yarns',HIGH
AKSHARCHEM,CHEMICALS,Basic Organic & Inorganic Chemicals,CHEMICALS,Pigments & Dyes,True,Reclassified from legacy 'CHEMICALS / Basic Organic & Inorganic Chemicals' to clean economic model 'CHEMICALS / Pigments & Dyes',HIGH
AKSHOPTFBR,TELECOM,Optical Fiber Cables & Telecom Hardware,TELECOM,Optical Fiber & Telecom Gear,True,Reclassified from legacy 'TELECOM / Optical Fiber Cables & Telecom Hardware' to clean economic model 'TELECOM / Optical Fiber & Telecom Gear',HIGH
AKUMS,PHARMACEUTICALS,Finished Dosage Formulations,PHARMACEUTICALS,Finished Formulations,True,Reclassified from legacy 'PHARMACEUTICALS / Finished Dosage Formulations' to clean economic model 'PHARMACEUTICALS / Finished Formulations',HIGH
ALANKIT,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,CAPITAL MARKETS,Registrar & Transfer Agents (RTA),True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'CAPITAL MARKETS / Registrar & Transfer Agents (RTA)',HIGH
ALBERTDAVD,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,PHARMACEUTICALS,Finished Formulations,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'PHARMACEUTICALS / Finished Formulations',HIGH
ALCODIS,BEVERAGES & DISTILLERIES,Spirits & Alcoholic Distilleries,BEVERAGES & DISTILLERIES,IMFL Spirits & Distilleries,True,Reclassified from legacy 'BEVERAGES & DISTILLERIES / Spirits & Alcoholic Distilleries' to clean economic model 'BEVERAGES & DISTILLERIES / IMFL Spirits & Distilleries',HIGH
ALEMBICLTD,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,PHARMACEUTICALS,Finished Formulations,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'PHARMACEUTICALS / Finished Formulations',HIGH
ALFREDHE,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,CAPITAL GOODS & MACHINERY,Industrial Abrasives & Ceramics,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'CAPITAL GOODS & MACHINERY / Industrial Abrasives & Ceramics',HIGH
ALGOQUANT,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,CAPITAL MARKETS,Stockbroking & Wealth Management,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'CAPITAL MARKETS / Stockbroking & Wealth Management',HIGH
ALICON,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,AUTO ANCILLARIES,Auto Castings & Heavy Forgings,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'AUTO ANCILLARIES / Auto Castings & Heavy Forgings',HIGH
ALIVUS,PHARMACEUTICALS,Finished Dosage Formulations,COMMERCIAL TRADING,Commodity & Wholesale Trading,True,Reclassified from legacy 'PHARMACEUTICALS / Finished Dosage Formulations' to clean economic model 'COMMERCIAL TRADING / Commodity & Wholesale Trading',MEDIUM
ALKALI,STEEL,Secondary & Sponge Iron Re-Rolling,STEEL,Secondary Steel & TMT Rebars,True,Reclassified from legacy 'STEEL / Secondary & Sponge Iron Re-Rolling' to clean economic model 'STEEL / Secondary Steel & TMT Rebars',HIGH
ALKEM,PHARMACEUTICALS,Finished Dosage Formulations,PHARMACEUTICALS,Finished Formulations,True,Reclassified from legacy 'PHARMACEUTICALS / Finished Dosage Formulations' to clean economic model 'PHARMACEUTICALS / Finished Formulations',HIGH
ALKYLAMINE,CHEMICALS,Specialty Chemicals & Custom Synthesis,CHEMICALS,Industrial & Basic Chemicals,True,Reclassified from legacy 'CHEMICALS / Specialty Chemicals & Custom Synthesis' to clean economic model 'CHEMICALS / Industrial & Basic Chemicals',HIGH
ALLCARGO,LOGISTICS & SUPPLY CHAIN,Containerized Rail Freight & Inland Depots,AUTO ANCILLARIES,Precision Auto Engine Components,True,Reclassified from legacy 'LOGISTICS & SUPPLY CHAIN / Containerized Rail Freight & Inland Depots' to clean economic model 'AUTO ANCILLARIES / Precision Auto Engine Components',HIGH
ALLDIGI,IT SERVICES,Mid-Tier IT Services & Digital Consulting,IT SERVICES,Mid-Tier IT & Digital Solutions,True,Reclassified from legacy 'IT SERVICES / Mid-Tier IT Services & Digital Consulting' to clean economic model 'IT SERVICES / Mid-Tier IT & Digital Solutions',HIGH
ALLETEC,IT SERVICES,Mid-Tier IT Services & Digital Consulting,IT SERVICES,Enterprise Software & SaaS,True,Reclassified from legacy 'IT SERVICES / Mid-Tier IT Services & Digital Consulting' to clean economic model 'IT SERVICES / Enterprise Software & SaaS',HIGH
ALLTIME,PLASTICS & POLYMERS,Engineered Polymers & Moulded Products,PLASTICS & POLYMERS,Engineered Polymers & Compounding,True,Reclassified from legacy 'PLASTICS & POLYMERS / Engineered Polymers & Moulded Products' to clean economic model 'PLASTICS & POLYMERS / Engineered Polymers & Compounding',HIGH
ALMONDZ,CAPITAL MARKETS,Wealth Management & Financial Advisory,CAPITAL MARKETS,Stockbroking & Wealth Management,True,Reclassified from legacy 'CAPITAL MARKETS / Wealth Management & Financial Advisory' to clean economic model 'CAPITAL MARKETS / Stockbroking & Wealth Management',HIGH
ALOKINDS,TEXTILES,Cotton Spinning & Fabric Weaving,TEXTILES,Cotton Spinning & Yarns,True,Reclassified from legacy 'TEXTILES / Cotton Spinning & Fabric Weaving' to clean economic model 'TEXTILES / Cotton Spinning & Yarns',HIGH
ALPA,PHARMACEUTICALS,Finished Dosage Formulations,PHARMACEUTICALS,Finished Formulations,True,Reclassified from legacy 'PHARMACEUTICALS / Finished Dosage Formulations' to clean economic model 'PHARMACEUTICALS / Finished Formulations',HIGH
ALPEXSOLAR,RENEWABLE ENERGY,"Solar PV Cells, Modules & Solar Glass",RENEWABLE ENERGY,Solar PV & Green Hydrogen,True,"Reclassified from legacy 'RENEWABLE ENERGY / Solar PV Cells, Modules & Solar Glass' to clean economic model 'RENEWABLE ENERGY / Solar PV & Green Hydrogen'",HIGH
ALPHA,METALS & FABRICATION,Precision Metal Fabrication & Structures,CAPITAL MARKETS,Exchange Traded Funds (ETF),True,Reclassified from legacy 'METALS & FABRICATION / Precision Metal Fabrication & Structures' to clean economic model 'CAPITAL MARKETS / Exchange Traded Funds (ETF)',HIGH
ALPHAGEO,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,CAPITAL MARKETS,Exchange Traded Funds (ETF),True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'CAPITAL MARKETS / Exchange Traded Funds (ETF)',HIGH
ALPINETEX,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,TEXTILES,Cotton Spinning & Yarns,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'TEXTILES / Cotton Spinning & Yarns',HIGH
ALUFLUOR,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,CHEMICALS,Fluorochemicals,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'CHEMICALS / Fluorochemicals',HIGH
ALUWIND,RENEWABLE ENERGY,Wind Energy Turbines & Wind Farms,BUILDING MATERIALS,Architectural Glass & Windows,True,Reclassified from legacy 'RENEWABLE ENERGY / Wind Energy Turbines & Wind Farms' to clean economic model 'BUILDING MATERIALS / Architectural Glass & Windows',HIGH
AMAGI,MEDIA & ENTERTAINMENT,Print Media & Publishing,PHARMACEUTICALS,Finished Formulations,True,Reclassified from legacy 'MEDIA & ENTERTAINMENT / Print Media & Publishing' to clean economic model 'PHARMACEUTICALS / Finished Formulations',HIGH
AMAL,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,CHEMICALS,Industrial & Basic Chemicals,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'CHEMICALS / Industrial & Basic Chemicals',HIGH
AMANTA,AUTO,Commercial Vehicles (Trucks & Buses),PHARMACEUTICALS,Finished Formulations,True,Reclassified from legacy 'AUTO / Commercial Vehicles (Trucks & Buses)' to clean economic model 'PHARMACEUTICALS / Finished Formulations',HIGH
AMARJOTHI,TEXTILES,Cotton Spinning & Fabric Weaving,TEXTILES,Cotton Spinning & Yarns,True,Reclassified from legacy 'TEXTILES / Cotton Spinning & Fabric Weaving' to clean economic model 'TEXTILES / Cotton Spinning & Yarns',HIGH
AMBAAUTO,AUTO ANCILLARIES,Auto Castings & Forgings,AUTO ANCILLARIES,Auto Castings & Heavy Forgings,True,Reclassified from legacy 'AUTO ANCILLARIES / Auto Castings & Forgings' to clean economic model 'AUTO ANCILLARIES / Auto Castings & Heavy Forgings',HIGH
AMBALALSA,IT SERVICES,Mid-Tier IT Services & Digital Consulting,PHARMACEUTICALS,Finished Formulations,True,Reclassified from legacy 'IT SERVICES / Mid-Tier IT Services & Digital Consulting' to clean economic model 'PHARMACEUTICALS / Finished Formulations',HIGH
AMBANIORGO,CHEMICALS,Specialty Chemicals & Custom Synthesis,CHEMICALS,Specialty Chemicals,True,Reclassified from legacy 'CHEMICALS / Specialty Chemicals & Custom Synthesis' to clean economic model 'CHEMICALS / Specialty Chemicals',HIGH
AMBER,EMS & ELECTRONICS,Electronic Manufacturing Services (EMS),EMS & ELECTRONICS,Domestic & Consumer Appliances EMS,True,Reclassified from legacy 'EMS & ELECTRONICS / Electronic Manufacturing Services (EMS)' to clean economic model 'EMS & ELECTRONICS / Domestic & Consumer Appliances EMS',HIGH
