symbol,company_name,exchange,series,sme_status,sector,industry,primary_industry,secondary_sectors,secondary_industries,classification_source,classification_confidence,verification_status
AKSHARCHEM,AksharChem India Limited,NSE,BE,NON_SME,CHEMICALS,Pigments & Dyes,Pigments & Dyes,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
AKSHOPTFBR,Aksh Optifibre Limited,NSE,BE,NON_SME,TELECOM,Optical Fiber & Telecom Gear,Optical Fiber & Telecom Gear,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
AKUMS,Akums Drugs and Pharmaceuticals Limited,NSE,EQ,NON_SME,PHARMACEUTICALS,Finished Formulations,Finished Formulations,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
ALANKIT,Alankit Limited,NSE,EQ,NON_SME,CAPITAL MARKETS,Registrar & Transfer Agents (RTA),Registrar & Transfer Agents (RTA),,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
ALBERTDAVD,Albert David Limited,NSE,EQ,NON_SME,PHARMACEUTICALS,Finished Formulations,Finished Formulations,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
ALCODIS,ALCODIS,NSE,SM,SME,BEVERAGES & DISTILLERIES,IMFL Spirits & Distilleries,IMFL Spirits & Distilleries,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
ALEMBICLTD,Alembic Limited,NSE,EQ,NON_SME,PHARMACEUTICALS,Finished Formulations,Finished Formulations,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
ALFREDHE,Alfred Herbert India Limited,NSE,EQ,NON_SME,CAPITAL GOODS & MACHINERY,Industrial Abrasives & Ceramics,Industrial Abrasives & Ceramics,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
ALGOQUANT,Algoquant Fintech Limited,NSE,EQ,NON_SME,CAPITAL MARKETS,Stockbroking & Wealth Management,Stockbroking & Wealth Management,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
ALICON,Alicon Castalloy Limited,NSE,EQ,NON_SME,AUTO ANCILLARIES,Auto Castings & Heavy Forgings,Auto Castings & Heavy Forgings,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
ALIVUS,Alivus Life Sciences Limited,NSE,EQ,NON_SME,PHARMACEUTICALS,Finished Formulations,Finished Formulations,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
ALKALI,Alkali Metals Limited,NSE,BE,NON_SME,CHEMICALS,Specialty Chemicals,Specialty Chemicals,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
ALKEM,Alkem Laboratories Limited,NSE,EQ,NON_SME,PHARMACEUTICALS,Finished Formulations,Finished Formulations,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
ALKYLAMINE,Alkyl Amines Chemicals Limited,NSE,EQ,NON_SME,CHEMICALS,Industrial & Basic Chemicals,Industrial & Basic Chemicals,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
ALLCARGO,Allcargo Logistics Limited,NSE,EQ,NON_SME,AUTO ANCILLARIES,Precision Auto Engine Components,Precision Auto Engine Components,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
ALLDIGI,Alldigi Tech Limited,NSE,EQ,NON_SME,IT SERVICES,Mid-Tier IT & Digital Solutions,Mid-Tier IT & Digital Solutions,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
ALLETEC,ALLETEC,NSE,ST,SME,IT SERVICES,Enterprise Software & SaaS,Enterprise Software & SaaS,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
ALLTIME,All Time Plastics Limited,NSE,EQ,NON_SME,PLASTICS & POLYMERS,Engineered Polymers & Compounding,Engineered Polymers & Compounding,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
ALMONDZ,Almondz Global Securities Limited,NSE,EQ,NON_SME,CAPITAL MARKETS,Stockbroking & Wealth Management,Stockbroking & Wealth Management,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
ALOKINDS,Alok Industries Limited,NSE,EQ,NON_SME,TEXTILES,Cotton Spinning & Yarns,Cotton Spinning & Yarns,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
ALPA,Alpa Laboratories Limited,NSE,EQ,NON_SME,PHARMACEUTICALS,Finished Formulations,Finished Formulations,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
ALPEXSOLAR,ALPEXSOLAR,NSE,SM,SME,RENEWABLE ENERGY,Solar PV & Green Hydrogen,Solar PV & Green Hydrogen,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
ALPHAGEO,Alphageo (India) Limited,NSE,BE,NON_SME,OIL & GAS,Oilfield Services & Drilling,Oilfield Services & Drilling,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
ALPINETEX,Alpine Texworld Limited,NSE,EQ,NON_SME,TEXTILES,Cotton Spinning & Yarns,Cotton Spinning & Yarns,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
ALUFLUOR,Alufluoride Limited,NSE,EQ,NON_SME,CHEMICALS,Fluorochemicals,Fluorochemicals,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
ALUWIND,ALUWIND,NSE,SM,SME,BUILDING MATERIALS,Architectural Glass & Windows,Architectural Glass & Windows,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
AMAGI,Amagi Media Labs Limited,NSE,EQ,NON_SME,PHARMACEUTICALS,Finished Formulations,Finished Formulations,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
AMAL,Amal Limited,NSE,EQ,NON_SME,CHEMICALS,Industrial & Basic Chemicals,Industrial & Basic Chemicals,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
AMANTA,Amanta Healthcare Limited,NSE,BE,NON_SME,PHARMACEUTICALS,Finished Formulations,Finished Formulations,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
AMARJOTHI,Amarjothi Spinning Mills Limited,NSE,EQ,NON_SME,TEXTILES,Cotton Spinning & Yarns,Cotton Spinning & Yarns,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
AMBAAUTO,AMBAAUTO,NSE,SM,SME,AUTO ANCILLARIES,Auto Castings & Heavy Forgings,Auto Castings & Heavy Forgings,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
AMBALALSA,Ambalal Sarabhai Enterprises Limited,NSE,BE,NON_SME,PHARMACEUTICALS,Finished Formulations,Finished Formulations,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
AMBANIORGO,AMBANIORGO,NSE,SM,SME,CHEMICALS,Specialty Chemicals,Specialty Chemicals,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
AMBER,Amber Enterprises India Limited,NSE,EQ,NON_SME,EMS & ELECTRONICS,Domestic & Consumer Appliances EMS,Domestic & Consumer Appliances EMS,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
AMBICAAGAR,Ambica Agarbathies & Aroma industries Limited,NSE,EQ,NON_SME,FMCG & PERSONAL CARE,Ayurvedic & Herbal Care,Ayurvedic & Herbal Care,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
AMBIKCO,Ambika Cotton Mills Limited,NSE,EQ,NON_SME,TEXTILES,Cotton Spinning & Yarns,Cotton Spinning & Yarns,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
AMBUJACEM,Ambuja Cements Limited,NSE,EQ,NON_SME,CEMENT,Regional Cement & RMC,Regional Cement & RMC,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
AMCL,AMCL,NSE,SM,SME,CAPITAL GOODS & MACHINERY,Heavy Process Equipment & Machinery,Heavy Process Equipment & Machinery,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
AMDIND,AMD Industries Limited,NSE,EQ,NON_SME,PAPER & PACKAGING,Moulded Plastics & Packaging,Moulded Plastics & Packaging,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
AMEYA,AMEYA,NSE,SM,SME,CAPITAL GOODS & MACHINERY,Pumps & Compressors,Pumps & Compressors,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
AMJLAND,Amj Land Holdings Limited,NSE,EQ,NON_SME,FINANCE & NBFC,Diversified Consumer & MSME NBFC,Diversified Consumer & MSME NBFC,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
AMNPLST,Amines & Plasticizers Limited,NSE,EQ,NON_SME,CHEMICALS,Industrial & Basic Chemicals,Industrial & Basic Chemicals,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
AMRUTANJAN,Amrutanjan Health Care Limited,NSE,EQ,NON_SME,PHARMACEUTICALS,Finished Formulations,Finished Formulations,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
ANANDRATHI,Anand Rathi Wealth Limited,NSE,EQ,NON_SME,CAPITAL MARKETS,Stockbroking & Wealth Management,Stockbroking & Wealth Management,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
ANANTRAJ,Anant Raj Limited,NSE,EQ,NON_SME,REAL ESTATE,Residential Townships & Commercial REITs,Residential Townships & Commercial REITs,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
ANAWIL,ANAWIL,NSE,ST,SME,TEXTILES,Cotton Spinning & Yarns,Cotton Spinning & Yarns,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
ANDHRAPAP,ANDHRA PAPER LIMITED,NSE,EQ,NON_SME,PAPER & PACKAGING,Paperboard & Packaging Cartons,Paperboard & Packaging Cartons,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
ANDHRSUGAR,The Andhra Sugars Limited,NSE,EQ,NON_SME,SUGAR & BIO-ETHANOL,Sugar Refining & Bio-Ethanol,Sugar Refining & Bio-Ethanol,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
ANDREWYU,Andrew Yule & Company Limited,NSE,EQ,NON_SME,TEA & COFFEE,Tea Plantations & Packaging,Tea Plantations & Packaging,CAPITAL GOODS & MACHINERY,Heavy Electrical Equipment & Transformers,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
ANGELONE,Angel One Limited,NSE,EQ,NON_SME,CAPITAL MARKETS,Stockbroking & Wealth Management,Stockbroking & Wealth Management,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
ANIKINDS,Anik Industries Limited,NSE,EQ,NON_SME,FOOD PROCESSING,Dairy Products,Dairy Products,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
ANKITMETAL,Ankit Metal & Power Limited,NSE,BZ,NON_SME,STEEL,Secondary Steel & TMT Rebars,Secondary Steel & TMT Rebars,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
ANLON,ANLON,NSE,SM,SME,CAPITAL GOODS & MACHINERY,Pumps & Compressors,Pumps & Compressors,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
ANMOL,Anmol India Limited,NSE,EQ,NON_SME,MINING & MINERALS,Coal Mining,Coal Mining,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
ANNAPURNA,Annapurna Swadisht Limited,NSE,EQ,NON_SME,FOOD PROCESSING,Packaged Foods & Snacks,Packaged Foods & Snacks,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
ANONDITA,ANONDITA,NSE,SM,SME,HEALTHCARE SERVICES,Medical Clinics & Equipment,Medical Clinics & Equipment,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
ANSALAPI,Ansal Properties & Infrastructure Limited,NSE,BZ,NON_SME,REAL ESTATE,Residential Real Estate,Residential Real Estate,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
ANSALBU,Ansal Buildwell Limited,NSE,EQ,NON_SME,REAL ESTATE,Residential Real Estate,Residential Real Estate,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
ANTELOPUS,Antelopus Selan Energy Limited,NSE,EQ,NON_SME,OIL & GAS,Oil & Gas Exploration (E&P),Oil & Gas Exploration (E&P),,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
ANTGRAPHIC,Antarctica Limited,NSE,EQ,NON_SME,PAPER & PACKAGING,Paperboard & Packaging Cartons,Paperboard & Packaging Cartons,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
ANTHEM,Anthem Biosciences Limited,NSE,EQ,NON_SME,PHARMACEUTICALS,API & Bulk Drugs,API & Bulk Drugs,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
ANUHPHR,Anuh Pharma Limited,NSE,EQ,NON_SME,PHARMACEUTICALS,Finished Formulations,Finished Formulations,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
ANUP,The Anup Engineering Limited,NSE,EQ,NON_SME,AUTO ANCILLARIES,Precision Auto Engine Components,Precision Auto Engine Components,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
ANURAS,Anupam Rasayan India Limited,NSE,EQ,NON_SME,CHEMICALS,Specialty Chemicals,Specialty Chemicals,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
ANYA,ANYA,NSE,SM,SME,PLASTICS & POLYMERS,Engineered Polymers & Compounding,Engineered Polymers & Compounding,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
APARINDS,Apar Industries Limited,NSE,EQ,NON_SME,CONSUMER ELECTRICALS,Wires & Cables,Wires & Cables,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
APCL,Anjani Portland Cement Limited,NSE,EQ,NON_SME,CEMENT,Regional Cement & RMC,Regional Cement & RMC,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
APCOTEXIND,Apcotex Industries Limited,NSE,EQ,NON_SME,TYRES & RUBBER,Industrial Rubber Products,Industrial Rubber Products,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
APEX,Apex Frozen Foods Limited,NSE,EQ,NON_SME,FOOD PROCESSING,Packaged Foods & Snacks,Packaged Foods & Snacks,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
APEXECO,APEXECO,NSE,ST,SME,WATER TREATMENT,"Industrial Effluent, Desalination & ZLD","Industrial Effluent, Desalination & ZLD",,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
APLAPOLLO,APL Apollo Tubes Limited,NSE,EQ,NON_SME,STEEL,Steel Pipes & Tubes,Steel Pipes & Tubes,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
APLLTD,Alembic Pharmaceuticals Limited,NSE,EQ,NON_SME,PHARMACEUTICALS,Finished Formulations,Finished Formulations,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
APOLLO,Apollo Micro Systems Limited,NSE,EQ,NON_SME,DEFENCE & AEROSPACE,Defence Electronics & Avionics,Defence Electronics & Avionics,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
APOLLOHOSP,Apollo Hospitals Enterprise Limited,NSE,EQ,NON_SME,HEALTHCARE SERVICES,Tertiary Hospitals & Clinics,Tertiary Hospitals & Clinics,Consumer Services; Healthcare,Omnichannel Pharmacy & Digital Health; Diagnostics & Primary Clinics,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
APOLLOPIPE,Apollo Pipes Limited,NSE,EQ,NON_SME,STEEL,Steel Pipes & Tubes,Steel Pipes & Tubes,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
APOLLOTYRE,Apollo Tyres Limited,NSE,EQ,NON_SME,TYRES & RUBBER,Automotive Radial Tyres,Automotive Radial Tyres,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
APOLSINHOT,Apollo Sindoori Hotels Limited,NSE,EQ,NON_SME,HOTELS & HOSPITALITY,Luxury Hotels & Resorts,Luxury Hotels & Resorts,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
APOORVA,Apoorva Leasing Finance and Investment Company Limited,NSE,EQ,NON_SME,FINANCE & NBFC,Corporate & Wholesale Finance,Corporate & Wholesale Finance,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
APRAMEYA,APRAMEYA,NSE,SM,SME,HEALTHCARE SERVICES,Medical Clinics & Equipment,Medical Clinics & Equipment,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
APS,APS,NSE,SM,SME,ELECTRICAL EQUIPMENT,Heavy Switchgear & Automation,Heavy Switchgear & Automation,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
APSISAERO,APSISAERO,NSE,ST,SME,DEFENCE & AEROSPACE,Aerospace & Fighter Aircraft,Aerospace & Fighter Aircraft,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
APTECHT,Aptech Limited,NSE,BE,NON_SME,IT SERVICES,Mid-Tier IT & Digital Solutions,Mid-Tier IT & Digital Solutions,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
APTUS,Aptus Value Housing Finance India Limited,NSE,EQ,NON_SME,FINANCE & NBFC,Housing Finance (HFC),Housing Finance (HFC),,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
AQYLON,Aqylon Nexus Limited,NSE,EQ,NON_SME,IT SERVICES,Mid-Tier IT & Digital Solutions,Mid-Tier IT & Digital Solutions,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
ARABIAN,ARABIAN,NSE,SM,SME,OIL & GAS,Lubricants & Specialty Oils,Lubricants & Specialty Oils,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
ARCHIDPLY,Archidply Industries Limited,NSE,EQ,NON_SME,BUILDING MATERIALS,Plywood & Laminates,Plywood & Laminates,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
ARCHIES,Archies Limited,NSE,EQ,NON_SME,RETAIL,Specialty Retail Boutiques,Specialty Retail Boutiques,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
ARCIIL,ARCIIL,NSE,SM,SME,ELECTRICAL EQUIPMENT,Heavy Switchgear & Automation,Heavy Switchgear & Automation,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
ARCL,ARCL Organics Limited,NSE,EQ,NON_SME,CHEMICALS,Specialty Chemicals,Specialty Chemicals,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
ARDEE,Ardee Industries Limited,NSE,EQ,NON_SME,CAPITAL GOODS & MACHINERY,Material Handling & Cranes,Material Handling & Cranes,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
ARE&M,Amara Raja Energy & Mobility Limited,NSE,EQ,NON_SME,AUTO ANCILLARIES,Precision Auto Engine Components,Precision Auto Engine Components,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
ARENTERP,Rajdarshan Industries Limited,NSE,EQ,NON_SME,MINING & MINERALS,Industrial Minerals,Industrial Minerals,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
ARFIN,Arfin India Limited,NSE,EQ,NON_SME,ALUMINIUM & COPPER,Primary Aluminium,Primary Aluminium,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
ARHAM,ARHAM,NSE,SM,SME,PAPER & PACKAGING,Flexible Packaging Films,Flexible Packaging Films,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
ARIES,Aries Agro Limited,NSE,EQ,NON_SME,FERTILIZERS,Fertilizers & Soil Nutrients,Fertilizers & Soil Nutrients,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
ARIHANT,Arihant Foundations & Housing Limited,NSE,EQ,NON_SME,REAL ESTATE,Residential Real Estate,Residential Real Estate,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
ARIHANTACA,ARIHANTACA,NSE,SM,SME,EDUCATION & EDTECH,Education Academies & Publishing,Education Academies & Publishing,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
ARIHANTCAP,Arihant Capital Markets Limited,NSE,EQ,NON_SME,PHARMACEUTICALS,API & Bulk Drugs,API & Bulk Drugs,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
ARIHANTSUP,Arihant Superstructures Limited,NSE,EQ,NON_SME,METALS & FABRICATION,Precision Metal Fabrication,Precision Metal Fabrication,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
ARIS,Arisinfra Solutions Limited,NSE,EQ,NON_SME,CONSTRUCTION & INFRASTRUCTURE,Civil & Commercial Construction,Civil & Commercial Construction,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
ARKADE,Arkade Developers Limited,NSE,EQ,NON_SME,AUTO ANCILLARIES,Precision Auto Engine Components,Precision Auto Engine Components,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
ARMANFIN,Arman Financial Services Limited,NSE,EQ,NON_SME,FINANCE & NBFC,Microfinance (MFI),Microfinance (MFI),,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
ARMOUR,ARMOUR,NSE,ST,SME,DEFENCE & AEROSPACE,Precision Defence Machining,Precision Defence Machining,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
AROGRANITE,Aro Granite Industries Limited,NSE,EQ,NON_SME,MINING & MINERALS,Industrial Minerals,Industrial Minerals,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
ARROWGREEN,Arrow Greentech Limited,NSE,BE,NON_SME,CHEMICALS,Specialty Chemicals,Specialty Chemicals,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
ARSHIYA,Arshiya Limited,NSE,BZ,NON_SME,LOGISTICS & SUPPLY CHAIN,Container Rail & Dry Ports,Container Rail & Dry Ports,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
ARSSBL,Anand Rathi Share and Stock Brokers Limited,NSE,EQ,NON_SME,CAPITAL MARKETS,Stockbroking & Wealth Management,Stockbroking & Wealth Management,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
ARTEMISMED,Artemis Medicare Services Limited,NSE,EQ,NON_SME,AUTO ANCILLARIES,Precision Auto Engine Components,Precision Auto Engine Components,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
ARTNIRMAN,Art Nirman Limited,NSE,EQ,NON_SME,REAL ESTATE,Residential Real Estate,Residential Real Estate,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
ARUNAYA,ARUNAYA,NSE,SM,SME,CHEMICALS,Pigments & Dyes,Pigments & Dyes,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
ARVEE,Arvee Laboratories (India) Limited,NSE,EQ,NON_SME,PHARMACEUTICALS,Finished Formulations,Finished Formulations,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
ARVIND,Arvind Limited,NSE,EQ,NON_SME,TEXTILES,Garments & Apparel Exports,Garments & Apparel Exports,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
ARVINDFASN,Arvind Fashions Limited,NSE,EQ,NON_SME,TEXTILES,Garments & Apparel Exports,Garments & Apparel Exports,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
ARVINDPORT,ARVINDPORT,NSE,SM,SME,SHIPBUILDING & PORTS,Commercial Ports & Terminals,Commercial Ports & Terminals,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
ARVSMART,Arvind SmartSpaces Limited,NSE,EQ,NON_SME,RETAIL,Grocery & Departmental Stores,Grocery & Departmental Stores,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
ARYAMAN,Aryaman Financial Services Limited,NSE,EQ,NON_SME,FINANCE & NBFC,Diversified Consumer & MSME NBFC,Diversified Consumer & MSME NBFC,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
ASAHIINDIA,Asahi India Glass Limited,NSE,EQ,NON_SME,BUILDING MATERIALS,Architectural Glass & Windows,Architectural Glass & Windows,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
ASAHISONG,Asahi Songwon Colors Limited,NSE,BE,NON_SME,CHEMICALS,Industrial & Basic Chemicals,Industrial & Basic Chemicals,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
ASAL,Automotive Stampings and Assemblies Limited,NSE,EQ,NON_SME,AUTO ANCILLARIES,Precision Auto Engine Components,Precision Auto Engine Components,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
ASALCBR,Associated Alcohols & Breweries Ltd.,NSE,EQ,NON_SME,BEVERAGES & DISTILLERIES,IMFL Spirits & Distilleries,IMFL Spirits & Distilleries,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
ASHALOG,ASHALOG,NSE,SM,SME,LOGISTICS & SUPPLY CHAIN,3PL Logistics & Fleet Haulage,3PL Logistics & Fleet Haulage,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
ASHAPURMIN,Ashapura Minechem Limited,NSE,EQ,NON_SME,MINING & MINERALS,Industrial Minerals,Industrial Minerals,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
ASHIANA,Ashiana Housing Limited,NSE,EQ,NON_SME,REAL ESTATE,Residential Real Estate,Residential Real Estate,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
ASHIKAG,Ashika Global Securities Limited,NSE,BE,NON_SME,CAPITAL MARKETS,Stockbroking & Wealth Management,Stockbroking & Wealth Management,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
ASHIMASYN,Ashima Limited,NSE,EQ,NON_SME,TEXTILES,Garments & Apparel Exports,Garments & Apparel Exports,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
ASHOKA,Ashoka Buildcon Limited,NSE,EQ,NON_SME,CONSTRUCTION & INFRASTRUCTURE,Civil & Commercial Construction,Civil & Commercial Construction,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
ASHOKAMET,Ashoka Metcast Limited,NSE,EQ,NON_SME,STEEL,Secondary Steel & TMT Rebars,Secondary Steel & TMT Rebars,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
ASHOKLEY,Ashok Leyland Limited,NSE,EQ,NON_SME,AUTOMOBILE,Commercial Vehicles (Trucks & Buses),Commercial Vehicles (Trucks & Buses),,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
ASHWINI,ASHWINI,NSE,SM,SME,LOGISTICS & SUPPLY CHAIN,Container Rail & Dry Ports,Container Rail & Dry Ports,,,NORTHFLOW_CANONICAL_MASTER_V2,HIGH,VERIFIED
